0 7.47467e+09
0.15 7.47462e+09
0.3 7.47462e+09
0.45 7.47462e+09
0.6 7.47462e+09
0.75 7.47462e+09
0.9 7.47462e+09
1.05 7.47462e+09
1.2 7.47462e+09
1.35 7.47462e+09
1.5 7.47462e+09
1.65 7.47462e+09
1.8 7.47462e+09
1.95 7.47462e+09
2.1 7.47462e+09
2.25 7.47462e+09
2.4 7.47462e+09
2.55 7.47462e+09
2.7 7.47462e+09
2.85 7.47462e+09
3 7.47462e+09
3.15 7.47462e+09
3.3 7.47462e+09
3.45 7.47462e+09
3.6 7.47462e+09
3.75 7.47462e+09
3.9 7.47462e+09
4.05 7.47462e+09
4.2 7.47462e+09
4.35 7.47462e+09
4.5 7.47462e+09
4.65 7.47462e+09
4.8 7.47462e+09
4.95 7.47462e+09
5.1 7.47462e+09
5.25 7.47462e+09
5.4 7.47462e+09
5.55 7.47462e+09
5.7 7.47462e+09
5.85 7.47462e+09
6 7.47462e+09
6.15 7.47462e+09
6.3 7.47462e+09
6.45 7.47462e+09
6.6 7.47462e+09
6.75 7.47462e+09
6.9 7.47462e+09
7.05 7.47462e+09
7.2 7.47462e+09
7.35 7.47462e+09
7.5 7.47462e+09
7.65 7.47462e+09
7.8 7.47462e+09
7.95 7.47462e+09
8.1 7.47462e+09
8.25 7.47462e+09
8.4 7.47462e+09
8.55 7.47462e+09
8.7 7.47462e+09
8.85 7.47462e+09
9 7.47462e+09
9.15 7.47462e+09
9.3 7.47462e+09
9.45 7.47462e+09
9.6 7.47462e+09
9.75 7.47462e+09
9.9 7.47462e+09
10.05 7.47462e+09
10.2 7.47462e+09
10.35 7.47462e+09
10.5 7.47462e+09
10.65 7.47462e+09
10.8 7.47462e+09
10.95 7.47462e+09
11.1 7.47462e+09
11.25 7.47462e+09
11.4 7.47462e+09
11.55 7.47462e+09
11.7 7.47462e+09
11.85 7.47462e+09
12 7.47462e+09
12.15 7.47462e+09
12.3 7.47462e+09
12.45 7.47462e+09
12.6 7.47462e+09
12.75 7.47462e+09
12.9 7.47462e+09
13.05 7.47462e+09
13.2 7.47462e+09
13.35 7.47462e+09
13.5 7.47462e+09
13.65 7.47462e+09
13.8 7.47462e+09
13.95 7.47462e+09
14.1 7.47462e+09
14.25 7.47462e+09
14.4 7.47462e+09
14.55 7.47462e+09
14.7 7.47462e+09
14.85 7.47462e+09
15 7.47462e+09
15.15 7.47462e+09
15.3 7.47462e+09
15.45 7.47462e+09
15.6 7.47462e+09
15.75 7.47462e+09
15.9 7.47462e+09
16.05 7.47462e+09
16.2 7.47462e+09
16.35 7.47462e+09
16.5 7.47462e+09
16.65 7.47462e+09
16.8 7.47462e+09
16.95 7.47462e+09
17.1 7.47462e+09
17.25 7.47462e+09
17.4 7.47462e+09
17.55 7.47462e+09
17.7 7.47462e+09
17.85 7.47462e+09
18 7.47462e+09
18.15 7.47462e+09
18.3 7.47462e+09
18.45 7.47462e+09
18.6 7.47462e+09
18.75 7.47462e+09
18.9 7.47462e+09
19.05 7.47462e+09
19.2 7.47462e+09
19.35 7.47462e+09
19.5 7.47462e+09
19.65 7.47462e+09
19.8 7.47462e+09
19.95 7.47462e+09
0 7.497e+09
0.15 7.49684e+09
0.3 7.49684e+09
0.45 7.49684e+09
0.6 7.49684e+09
0.75 7.49684e+09
0.9 7.49684e+09
1.05 7.49684e+09
1.2 7.49684e+09
1.35 7.49684e+09
1.5 7.49684e+09
1.65 7.49684e+09
1.8 7.49684e+09
1.95 7.49684e+09
2.1 7.49684e+09
2.25 7.49684e+09
2.4 7.49684e+09
2.55 7.49684e+09
2.7 7.49684e+09
2.85 7.49684e+09
3 7.49684e+09
3.15 7.49684e+09
3.3 7.49684e+09
3.45 7.49684e+09
3.6 7.49684e+09
3.75 7.49684e+09
3.9 7.49684e+09
4.05 7.49684e+09
4.2 7.49684e+09
4.35 7.49684e+09
4.5 7.49684e+09
4.65 7.49684e+09
4.8 7.49684e+09
4.95 7.49684e+09
5.1 7.49684e+09
5.25 7.49684e+09
5.4 7.49684e+09
5.55 7.49684e+09
5.7 7.49684e+09
5.85 7.49684e+09
6 7.49684e+09
6.15 7.49684e+09
6.3 7.49684e+09
6.45 7.49684e+09
6.6 7.49684e+09
6.75 7.49684e+09
6.9 7.49684e+09
7.05 7.49684e+09
7.2 7.49684e+09
7.35 7.49684e+09
7.5 7.49684e+09
7.65 7.49684e+09
7.8 7.49684e+09
7.95 7.49684e+09
8.1 7.49684e+09
8.25 7.49684e+09
8.4 7.49684e+09
8.55 7.49684e+09
8.7 7.49684e+09
8.85 7.49684e+09
9 7.49684e+09
9.15 7.49684e+09
9.3 7.49684e+09
9.45 7.49684e+09
9.6 7.49684e+09
9.75 7.49684e+09
9.9 7.49684e+09
10.05 7.49684e+09
10.2 7.49684e+09
10.35 7.49684e+09
10.5 7.49684e+09
10.65 7.49684e+09
10.8 7.49684e+09
10.95 7.49684e+09
11.1 7.49684e+09
11.25 7.49684e+09
11.4 7.49684e+09
11.55 7.49684e+09
11.7 7.49684e+09
11.85 7.49684e+09
12 7.49684e+09
12.15 7.49684e+09
12.3 7.49684e+09
12.45 7.49684e+09
12.6 7.49684e+09
12.75 7.49684e+09
12.9 7.49684e+09
13.05 7.49684e+09
13.2 7.49684e+09
13.35 7.49684e+09
13.5 7.49684e+09
13.65 7.49684e+09
13.8 7.49684e+09
13.95 7.49684e+09
14.1 7.49684e+09
14.25 7.49684e+09
14.4 7.49684e+09
14.55 7.49684e+09
14.7 7.49684e+09
14.85 7.49684e+09
15 7.49684e+09
15.15 7.49684e+09
15.3 7.49684e+09
15.45 7.49684e+09
15.6 7.49684e+09
15.75 7.49684e+09
15.9 7.49684e+09
16.05 7.49684e+09
16.2 7.49684e+09
16.35 7.49684e+09
16.5 7.49684e+09
16.65 7.49684e+09
16.8 7.49684e+09
16.95 7.49684e+09
17.1 7.49684e+09
17.25 7.49684e+09
17.4 7.49684e+09
17.55 7.49684e+09
17.7 7.49684e+09
